date,1. open,2. high,3. low,4. close,5. volume
2021-10-15 05:00:00,820.0,822.78,820.0,822.0,24200.0
2021-10-14 20:00:00,818.49,819.75,818.31,819.7,34420.0
2021-10-14 19:00:00,818.43,818.5,818.2,818.25,8076.0
2021-10-14 18:00:00,818.3,818.5,817.51,817.8,10529.0
2021-10-14 17:00:00,818.32,818.35,817.46,818.32,408622.0
2021-10-14 16:00:00,819.17,819.28,816.57,818.01,1683372.0
2021-10-14 15:00:00,819.25,819.7799,817.92,819.18,944176.0
2021-10-14 14:00:00,819.1338,819.645,817.2501,819.35,1111896.0
2021-10-14 13:00:00,816.98,820.25,816.89,819.2,1777297.0
2021-10-14 12:00:00,815.85,817.5247,815.77,816.98,1413298.0
2021-10-14 11:00:00,817.43,817.68,814.3401,815.7,1984322.0
2021-10-14 10:00:00,817.18,817.84,813.3501,817.33,2008618.0
2021-10-14 09:00:00,817.4903,818.68,809.053,817.11,109718.0
2021-10-14 08:00:00,817.0,818.0,816.5,817.61,46179.0
2021-10-14 07:00:00,817.5,817.5,816.35,817.0,6557.0
2021-10-14 06:00:00,817.67,818.2,817.34,818.2,6521.0
2021-10-14 05:00:00,817.16,817.55,814.0,817.55,15047.0
2021-10-13 20:00:00,812.25,813.84,812.25,813.5,29569.0
2021-10-13 19:00:00,812.58,812.5999,812.0,812.3,19819.0
2021-10-13 18:00:00,810.6,812.6,810.6,812.6,51322.0
2021-10-13 17:00:00,811.08,811.65,810.5,810.8,142034.0
2021-10-13 16:00:00,809.83,815.41,808.5,811.27,3400851.0
2021-10-13 15:00:00,809.84,811.62,808.04,809.885,1124888.0
2021-10-13 14:00:00,808.5333,811.05,807.815,809.93,1005932.0
2021-10-13 13:00:00,810.5,810.5499,807.0,808.6,1034905.0
2021-10-13 12:00:00,807.55,811.9,807.15,810.39,1835237.0
2021-10-13 11:00:00,809.8,810.17,806.355,807.7199,2217250.0
2021-10-13 10:00:00,808.9,811.79,805.78,809.25,2639582.0
2021-10-13 09:00:00,811.2,812.46,803.706,809.0,160666.0
2021-10-13 08:00:00,810.36,812.47,809.05,810.5,69238.0
2021-10-13 07:00:00,812.76,812.89,809.99,810.01,20134.0
2021-10-13 06:00:00,812.19,812.99,812.19,812.51,6012.0
2021-10-13 05:00:00,810.02,813.65,808.0,812.5,36717.0
2021-10-12 20:00:00,804.5,805.66,804.0,805.5,17902.0
2021-10-12 19:00:00,804.0,805.0,804.0,804.9,15850.0
2021-10-12 18:00:00,803.14,805.72,803.1,804.15,21674.0
2021-10-12 17:00:00,805.72,806.0,800.9,803.12,310852.0
2021-10-12 16:00:00,809.39,809.5,803.025,805.73,2820956.0
2021-10-12 15:00:00,809.73,812.32,809.1,809.26,2274522.0
2021-10-12 14:00:00,807.62,811.94,807.22,809.9662,1869591.0
2021-10-12 13:00:00,807.51,810.67,806.5,807.62,1772241.0
2021-10-12 12:00:00,804.52,808.7263,804.06,807.44,1641624.0
2021-10-12 11:00:00,805.79,809.39,801.5,804.4823,4056432.0
2021-10-12 10:00:00,801.4599,810.25,796.57,805.8499,5753510.0
2021-10-12 09:00:00,797.945,802.249,789.961,801.44,176798.0
2021-10-12 08:00:00,796.51,801.38,796.5,798.78,108566.0
2021-10-12 07:00:00,796.13,797.6,795.79,797.6,5699.0
2021-10-12 06:00:00,795.59,796.45,795.59,795.65,2103.0
2021-10-12 05:00:00,791.04,796.0,790.61,795.0,14196.0
2021-10-11 20:00:00,790.65,792.85,790.65,792.6,14826.0
2021-10-11 19:00:00,792.0,792.0,791.0,791.4,9303.0
2021-10-11 18:00:00,792.36,792.8,791.86,791.92,11463.0
2021-10-11 17:00:00,791.94,792.24,790.0,792.2,257354.0
2021-10-11 16:00:00,798.4723,799.44,791.51,791.67,2305870.0
2021-10-11 15:00:00,795.41,798.6799,793.86,798.4916,1337616.0
2021-10-11 14:00:00,795.26,795.37,791.69,795.355,1090220.0
2021-10-11 13:00:00,793.44,796.3699,791.82,795.12,1291932.0
2021-10-11 12:00:00,796.04,796.81,791.3201,793.61,1526148.0
2021-10-11 11:00:00,797.46,801.24,791.8,796.01,3132958.0
2021-10-11 10:00:00,785.5,799.3,785.06,797.43,2864438.0
2021-10-11 09:00:00,784.36,786.0,783.0,785.4,52316.0
2021-10-11 08:00:00,784.74,785.67,783.41,784.4,17201.0
2021-10-11 07:00:00,786.0,787.3,783.0,783.0,14977.0
2021-10-11 06:00:00,786.8,786.8,786.49,786.49,2833.0
2021-10-11 05:00:00,785.76,786.87,784.25,786.02,10162.0
2021-10-08 20:00:00,784.45,785.21,784.45,785.1,8481.0
2021-10-08 19:00:00,785.0,785.0,783.5,784.0,15342.0
2021-10-08 18:00:00,785.2,785.49,784.5,785.1,23898.0
2021-10-08 17:00:00,785.49,785.49,784.75,785.2,212787.0
2021-10-08 16:00:00,787.4623,793.63,784.47,785.5155,3185283.0
2021-10-08 15:00:00,786.5,788.57,785.0301,787.44,1136805.0
2021-10-08 14:00:00,785.4501,787.1,783.8348,786.24,790146.0
2021-10-08 13:00:00,782.81,789.5,781.89,785.5507,1903181.0
2021-10-08 12:00:00,783.7065,787.3799,782.2985,782.81,2117147.0
2021-10-08 11:00:00,783.4,789.4899,780.91,783.75,3441308.0
2021-10-08 10:00:00,796.25,797.44,783.2,783.33,3395828.0
2021-10-08 09:00:00,795.1691,798.34,792.1,796.268,186532.0
2021-10-08 08:00:00,792.0,796.02,791.15,794.35,50542.0
2021-10-08 07:00:00,791.0,792.06,790.49,791.5,2415.0
2021-10-08 06:00:00,788.5,789.0,787.0,789.0,2466.0
2021-10-08 05:00:00,793.51,793.51,789.5,789.64,8222.0
2021-10-07 20:00:00,791.5,792.0,789.18,790.0,45776.0
2021-10-07 19:00:00,794.32,794.8,787.01,790.5,96820.0
2021-10-07 18:00:00,795.2399,796.69,793.61,794.6,96304.0
2021-10-07 17:00:00,793.61,796.0,791.34,795.24,1148007.0
2021-10-07 16:00:00,803.8741,803.8741,792.32,793.57,4585747.0
2021-10-07 15:00:00,786.83,805.0,786.22,803.72,4152575.0
2021-10-07 14:00:00,786.95,788.15,786.0801,786.8786,881370.0
2021-10-07 13:00:00,787.675,787.8,785.4401,787.02,988176.0
2021-10-07 12:00:00,787.71,789.63,785.93,787.7,1324636.0
2021-10-07 11:00:00,787.2799,789.84,785.25,787.61,2286498.0
2021-10-07 10:00:00,788.8,788.89,783.38,787.09,2559451.0
2021-10-07 09:00:00,789.33,791.3109,780.794,788.51,103849.0
2021-10-07 08:00:00,790.0,791.55,788.12,789.6,73513.0
2021-10-07 07:00:00,789.6,790.01,789.4,790.0,6850.0
2021-10-07 06:00:00,789.3,789.7,788.6,788.6,3778.0
2021-10-07 05:00:00,788.25,791.0,787.0,789.73,31412.0
2021-10-06 20:00:00,783.74,784.76,783.0,783.74,22776.0
2021-10-06 19:00:00,782.45,784.27,782.41,783.5,27717.0
2021-10-06 18:00:00,782.02,782.75,781.7,782.5,188502.0
2021-10-06 17:00:00,782.75,782.75,780.34,781.8,124232.0
2021-10-06 16:00:00,781.51,783.35,778.2535,782.53,1711204.0
2021-10-06 15:00:00,782.2,784.3999,780.6506,781.615,1211063.0
2021-10-06 14:00:00,778.3,783.66,776.0527,782.15,1238888.0
2021-10-06 13:00:00,784.7501,785.14,776.51,778.21,1462843.0
2021-10-06 12:00:00,784.5,786.66,779.01,785.08,1817517.0
2021-10-06 11:00:00,776.405,785.5,773.22,784.53,3336363.0
2021-10-06 10:00:00,772.4949,786.23,772.4949,776.45,2910887.0
2021-10-06 09:00:00,772.59,778.639,770.68,772.03,107286.0
2021-10-06 08:00:00,770.0,773.0,769.99,772.68,84479.0
2021-10-06 07:00:00,767.51,770.11,767.5,768.99,9916.0
2021-10-06 06:00:00,769.46,770.0,765.16,767.51,28451.0
2021-10-06 05:00:00,771.38,773.3,769.0,769.5,30153.0
2021-10-05 20:00:00,780.7,780.9,779.94,780.0,29195.0
2021-10-05 19:00:00,781.18,781.45,780.38,780.8,9540.0
2021-10-05 18:00:00,781.75,781.75,780.65,781.2,9492.0
2021-10-05 17:00:00,780.59,781.0,780.0,781.0,140287.0
2021-10-05 16:00:00,782.82,785.75,780.2,780.6,1942460.0
2021-10-05 15:00:00,780.63,786.54,779.63,782.8376,1817010.0
2021-10-05 14:00:00,778.07,780.7136,774.2,780.5895,1826044.0
2021-10-05 13:00:00,781.3198,784.0,777.37,778.15,2037745.0
2021-10-05 12:00:00,791.07,791.16,778.8,781.22,2655855.0
2021-10-05 11:00:00,795.265,796.3899,788.15,791.02,3407419.0
2021-10-05 10:00:00,786.8,797.31,782.0,795.1924,3882322.0
2021-10-05 09:00:00,781.53,788.5,779.577,786.5,64159.0
2021-10-05 08:00:00,788.49,788.5,785.52,787.0,55391.0
2021-10-05 07:00:00,789.0,789.0,787.0,787.0,5891.0
2021-10-05 06:00:00,789.5,792.0,788.65,788.65,26370.0
2021-10-05 05:00:00,783.37,789.5,783.37,789.5,21747.0
2021-10-04 20:00:00,781.95,781.95,781.3,781.5,22768.0
2021-10-04 19:00:00,780.5,782.85,780.5,782.0,23909.0
2021-10-04 18:00:00,780.255,781.0,778.99,780.5,36284.0
2021-10-04 17:00:00,781.53,781.9,780.01,780.01,136635.0
2021-10-04 16:00:00,783.5,788.36,777.49,781.59,3272890.0
2021-10-04 15:00:00,782.0901,787.4,780.05,783.2601,1930831.0
2021-10-04 14:00:00,779.44,783.43,776.12,782.25,2414516.0
2021-10-04 13:00:00,787.2295,788.5099,779.25,779.6,2342976.0
2021-10-04 12:00:00,792.35,793.0,782.69,787.2,3705526.0
2021-10-04 11:00:00,803.81,806.9699,785.67,792.57,7722025.0
2021-10-04 10:00:00,797.99,804.55,791.0,804.14,7020705.0
2021-10-04 09:00:00,798.05,802.5,773.282,798.0,419193.0
2021-10-04 08:00:00,797.5,802.5,795.5,798.06,424379.0
2021-10-04 07:00:00,795.23,798.49,794.86,797.55,63550.0
2021-10-04 06:00:00,788.6,795.0,788.34,795.0,50785.0
2021-10-04 05:00:00,785.05,789.5,783.66,788.3,57124.0
2021-10-01 20:00:00,775.1,775.48,775.0,775.0,10684.0
2021-10-01 19:00:00,774.86,775.0,774.7,774.91,11291.0
2021-10-01 18:00:00,774.62,775.0,774.6,774.93,36954.0
2021-10-01 17:00:00,775.22,775.5,774.1235,774.64,578921.0
2021-10-01 16:00:00,775.38,777.49,772.0,775.22,2508310.0
2021-10-01 15:00:00,767.5,776.3399,767.25,775.1501,1711974.0
2021-10-01 14:00:00,770.4201,773.19,766.83,767.4,1467808.0
2021-10-01 13:00:00,775.8,776.15,769.2,770.53,1633908.0
2021-10-01 12:00:00,770.87,779.61,769.0301,775.7077,2541521.0
2021-10-01 11:00:00,768.28,771.35,763.59,770.9052,3408401.0
2021-10-01 10:00:00,779.6,780.78,766.745,768.1814,2291470.0
2021-10-01 09:00:00,779.1274,781.2743,773.0,778.6,68192.0
2021-10-01 08:00:00,773.79,782.0,773.06,778.4,73769.0
2021-10-01 07:00:00,771.58,772.99,771.58,772.99,8365.0
2021-10-01 06:00:00,771.0,771.0,771.0,771.0,520.0
2021-10-01 05:00:00,770.0,772.64,768.89,772.64,12682.0
2021-09-30 20:00:00,775.5,776.45,775.01,775.13,22551.0
2021-09-30 19:00:00,775.2,776.0,775.0,775.0,23651.0
2021-09-30 18:00:00,774.74,775.99,774.49,774.98,19576.0
2021-09-30 17:00:00,775.48,775.95,774.0,774.74,236503.0
2021-09-30 16:00:00,781.33,782.6,775.0,775.12,2561991.0
2021-09-30 15:00:00,784.85,789.0,781.09,781.09,2145686.0
2021-09-30 14:00:00,780.25,785.64,779.6901,784.84,1558748.0
2021-09-30 13:00:00,781.3,781.8,777.77,780.16,1650698.0
2021-09-30 12:00:00,780.4,787.4599,778.3301,781.25,2522816.0
2021-09-30 11:00:00,783.495,789.1305,778.7,780.46,3375280.0
2021-09-30 10:00:00,782.94,786.8399,776.21,783.79,2937241.0
2021-09-30 09:00:00,781.0,783.75,779.357,782.82,32796.0
2021-09-30 08:00:00,781.35,783.88,781.0,783.4,35375.0
2021-09-30 07:00:00,782.5,783.5,779.0,780.9,15198.0
2021-09-30 06:00:00,784.74,785.0,774.0,780.4,42365.0
2021-09-30 05:00:00,785.0,785.03,784.0,784.0,12753.0
2021-09-29 20:00:00,778.35,780.98,777.6,779.9,18111.0
2021-09-29 19:00:00,776.9,779.8799,776.31,778.4,29940.0
2021-09-29 18:00:00,781.27,781.31,776.52,777.2999,191859.0
2021-09-29 17:00:00,781.31,781.97,780.7,781.0,82223.0
2021-09-29 16:00:00,783.665,785.4,779.5,781.3,3103161.0
2021-09-29 15:00:00,774.9779,784.75,774.3901,783.73,2599814.0
2021-09-29 14:00:00,775.04,778.75,771.45,775.0589,1864020.0
2021-09-29 13:00:00,782.38,784.4454,770.68,775.0,2971319.0
2021-09-29 12:00:00,790.77,790.88,778.8104,782.1801,3075370.0
2021-09-29 11:00:00,788.54,793.5,786.7148,790.6241,3426760.0
2021-09-29 10:00:00,783.0,790.55,779.1,788.5,2984359.0
2021-09-29 09:00:00,784.0399,785.83,775.617,783.74,108532.0
2021-09-29 08:00:00,783.52,784.99,782.0,784.46,46708.0
2021-09-29 07:00:00,784.95,785.94,784.1,784.16,15769.0
2021-09-29 06:00:00,784.0,786.32,784.0,784.95,12936.0
2021-09-29 05:00:00,785.0,785.03,781.0,784.0,35746.0
2021-09-28 20:00:00,774.25,775.8,773.25,774.0,27977.0
2021-09-28 19:00:00,774.5,775.53,772.79,773.88,14674.0
2021-09-28 18:00:00,776.78,781.6,773.0,773.6,60232.0
2021-09-28 17:00:00,777.56,777.97,774.8,776.94,282999.0
2021-09-28 16:00:00,780.45,785.1893,777.03,777.56,4025091.0
2021-09-28 15:00:00,773.6101,781.78,766.1801,780.59,3849163.0
2021-09-28 14:00:00,778.05,781.46,773.2113,773.55,1709779.0
2021-09-28 13:00:00,779.5973,783.61,776.9,778.19,2062838.0
2021-09-28 12:00:00,782.5,783.2,775.02,779.53,2917477.0
2021-09-28 11:00:00,785.43,786.6499,776.52,782.5,4649580.0
2021-09-28 10:00:00,783.25,795.64,782.77,785.602,4456903.0
2021-09-28 09:00:00,783.0,789.382,778.81,783.75,144251.0
2021-09-28 08:00:00,778.7,783.78,778.57,783.1,130907.0
2021-09-28 07:00:00,777.01,778.99,776.21,778.0,21345.0
2021-09-28 06:00:00,778.5,780.5,777.0,777.0,17801.0
2021-09-28 05:00:00,781.44,781.62,775.26,778.73,56121.0
2021-09-27 20:00:00,788.1,788.15,786.0,786.98,42100.0
2021-09-27 19:00:00,790.45,790.69,788.2,788.2,23402.0
2021-09-27 18:00:00,790.01,791.01,790.0,790.44,28281.0
2021-09-27 17:00:00,791.36,792.0,788.28,789.6,419476.0
2021-09-27 16:00:00,797.85,799.0,789.62,791.4,3565079.0
2021-09-27 15:00:00,795.8799,798.3,793.65,797.87,2981028.0
2021-09-27 14:00:00,792.12,795.8675,791.3,795.755,2055766.0
2021-09-27 13:00:00,791.88,797.0,790.5,792.43,3557458.0
2021-09-27 12:00:00,784.51,792.93,783.61,791.975,4497579.0
2021-09-27 11:00:00,775.7349,785.329,769.31,784.51,5167150.0
2021-09-27 10:00:00,771.75,779.88,769.5,775.8599,4508281.0
2021-09-27 09:00:00,771.1001,773.75,768.49,771.5,259829.0
2021-09-27 08:00:00,773.44,773.5,769.5,771.28,94814.0
2021-09-27 07:00:00,772.85,775.0,771.5,772.09,21696.0
2021-09-27 06:00:00,776.89,777.51,773.62,773.62,18786.0
2021-09-27 05:00:00,774.0,777.79,774.0,777.25,27800.0
2021-09-24 20:00:00,773.96,774.3,773.3,773.75,19411.0
2021-09-24 19:00:00,774.2,774.34,773.77,773.98,12877.0
2021-09-24 18:00:00,773.5,774.9,773.31,774.5,37029.0
2021-09-24 17:00:00,774.39,775.0,773.0,773.45,325805.0
2021-09-24 16:00:00,769.24,774.8,768.4275,774.54,3995095.0
2021-09-24 15:00:00,765.4944,769.35,765.32,769.23,2421756.0
2021-09-24 14:00:00,766.92,767.1,764.34,765.42,1630993.0
2021-09-24 13:00:00,762.77,767.45,760.9501,766.9,2384525.0
2021-09-24 12:00:00,763.25,764.5799,759.8201,762.86,2749706.0
2021-09-24 11:00:00,751.0,765.8,749.97,763.165,5084198.0
2021-09-24 10:00:00,745.0,751.07,744.2,750.95,1898301.0
2021-09-24 09:00:00,745.762,751.756,744.03,745.0,123238.0
2021-09-24 08:00:00,746.61,747.5,745.25,746.15,34933.0
2021-09-24 07:00:00,745.38,746.5,745.38,746.2,5078.0
2021-09-24 06:00:00,747.27,747.27,745.13,745.5,6168.0
2021-09-24 05:00:00,750.0,750.0,745.2,747.0,16605.0
2021-09-23 20:00:00,752.98,753.6,752.55,752.8,12811.0
2021-09-23 19:00:00,753.11,753.33,752.17,753.0,9950.0
2021-09-23 18:00:00,753.01,753.51,753.01,753.5,3880.0
2021-09-23 17:00:00,753.64,753.95,753.0,753.25,68578.0
2021-09-23 16:00:00,754.0,755.3,752.69,753.68,1688319.0
2021-09-23 15:00:00,754.2201,755.22,752.59,753.84,1171400.0
2021-09-23 14:00:00,752.26,755.31,751.7,754.3,1503828.0
2021-09-23 13:00:00,749.44,753.68,748.33,752.325,1157909.0
2021-09-23 12:00:00,753.805,753.805,747.92,749.293,1747816.0
2021-09-23 11:00:00,753.64,755.4,751.5301,753.81,1971035.0
2021-09-23 10:00:00,756.0,758.2,752.45,753.56,2041306.0
2021-09-23 09:00:00,758.4927,759.6,756.0,756.0,90160.0
2021-09-23 08:00:00,757.0,759.8,757.0,757.45,47568.0
2021-09-23 07:00:00,758.0,758.8,756.68,756.99,12504.0
2021-09-23 06:00:00,758.05,759.0,757.76,758.28,12786.0
2021-09-23 05:00:00,756.04,758.45,755.99,757.54,16132.0
2021-09-22 20:00:00,752.0,754.6,752.0,754.6,20273.0
2021-09-22 19:00:00,751.5,751.85,751.21,751.83,4412.0
2021-09-22 18:00:00,751.51,751.94,751.25,751.66,10697.0
2021-09-22 17:00:00,751.94,751.94,751.2,751.5,228869.0
2021-09-22 16:00:00,747.15,753.6699,746.32,751.75,2565944.0
2021-09-22 15:00:00,747.33,752.2761,745.32,747.25,2662574.0
2021-09-22 14:00:00,747.71,749.13,746.75,747.33,936917.0
2021-09-22 13:00:00,748.705,749.86,747.2,747.775,1109970.0
2021-09-22 12:00:00,748.19,749.99,746.54,748.6909,1710475.0
2021-09-22 11:00:00,741.74,748.4,740.8301,748.115,2643546.0
2021-09-22 10:00:00,743.4,744.88,739.12,741.6,2027130.0
2021-09-22 09:00:00,743.4995,743.8,741.55,743.0,29738.0
2021-09-22 08:00:00,743.27,743.71,741.5,743.27,23303.0
2021-09-22 07:00:00,743.11,743.85,742.98,743.85,5732.0
2021-09-22 06:00:00,744.16,744.16,743.0,743.5,2905.0
2021-09-22 05:00:00,739.11,745.84,738.95,744.22,17305.0
2021-09-21 20:00:00,737.17,737.75,737.0,737.0,6670.0
2021-09-21 19:00:00,737.0,737.5,736.71,737.4,9811.0
2021-09-21 18:00:00,737.7,737.78,736.25,736.51,20961.0
2021-09-21 17:00:00,739.38,739.38,737.2,737.7,243520.0
2021-09-21 16:00:00,740.215,741.75,739.0801,739.38,1552040.0
2021-09-21 15:00:00,739.25,742.85,738.23,740.17,1745204.0
2021-09-21 14:00:00,741.5,742.33,738.1892,739.1998,1230144.0
2021-09-21 13:00:00,742.71,743.63,739.74,741.4623,1150972.0
2021-09-21 12:00:00,737.01,744.7399,735.82,742.655,2472186.0
2021-09-21 11:00:00,735.36,743.0099,734.68,737.01,3917904.0
2021-09-21 10:00:00,734.3,737.77,730.44,735.5,2716640.0
2021-09-21 09:00:00,734.0154,736.75,732.88,734.0,125175.0
2021-09-21 08:00:00,735.46,736.75,734.0,735.25,82339.0
2021-09-21 07:00:00,736.0,737.6,734.0,736.0,10879.0
2021-09-21 06:00:00,737.0,737.9,735.06,736.5,7564.0
2021-09-21 05:00:00,742.0,742.0,737.21,737.21,46008.0
